it ant_count alpha_ant beta_ant greedy random standard rank elit pso
50,50,0.4,0.4,,,567.1654825347392,,,
50,50,0.4,0.4,,,567.1654825347392,,,
50,50,0.4,0.4,,,567.1654825347392,,,
50,50,0.4,0.85,,,528.6561079558992,,,
50,50,0.4,0.85,,,528.6561079558992,,,
50,50,0.4,0.85,,,528.6561079558992,,,
50,50,0.4,1,,,510.36195573292287,,,
50,50,0.4,1,,,510.36195573292287,,,
50,50,0.4,1,,,510.36195573292287,,,
50,50,0.55,0.4,,,567.1654825347392,,,
50,50,0.55,0.4,,,567.1654825347392,,,
50,50,0.55,0.4,,,567.1654825347392,,,
50,50,0.55,0.85,,,528.6561079558992,,,
50,50,0.55,0.85,,,528.6561079558992,,,
50,50,0.55,0.85,,,528.6561079558992,,,
50,50,0.55,1,,,510.36195573292287,,,
50,50,0.55,1,,,510.36195573292287,,,
50,50,0.55,1,,,510.36195573292287,,,
50,50,1,0.4,,,567.1654825347392,,,
50,50,1,0.4,,,567.1654825347392,,,
50,50,1,0.4,,,567.1654825347392,,,
50,50,1,0.85,,,528.6561079558992,,,
50,50,1,0.85,,,528.6561079558992,,,
50,50,1,0.85,,,528.6561079558992,,,
50,50,1,1,,,510.36195573292287,,,
50,50,1,1,,,510.36195573292287,,,
50,50,1,1,,,510.36195573292287,,,
50,100,0.4,0.4,,,568.9808769820914,,,
50,100,0.4,0.4,,,568.9808769820914,,,
50,100,0.4,0.4,,,568.9808769820914,,,
50,100,0.4,0.85,,,528.6561079558992,,,
50,100,0.4,0.85,,,528.6561079558992,,,
50,100,0.4,0.85,,,528.6561079558992,,,
50,100,0.4,1,,,510.36195573292287,,,
50,100,0.4,1,,,510.36195573292287,,,
50,100,0.4,1,,,510.36195573292287,,,
50,100,0.55,0.4,,,568.9808769820914,,,
50,100,0.55,0.4,,,568.9808769820914,,,
50,100,0.55,0.4,,,568.9808769820914,,,
50,100,0.55,0.85,,,528.6561079558992,,,
50,100,0.55,0.85,,,528.6561079558992,,,
50,100,0.55,0.85,,,528.6561079558992,,,
50,100,0.55,1,,,510.36195573292287,,,
50,100,0.55,1,,,510.36195573292287,,,
50,100,0.55,1,,,510.36195573292287,,,
50,100,1,0.4,,,568.9808769820914,,,
50,100,1,0.4,,,568.9808769820914,,,
50,100,1,0.4,,,568.9808769820914,,,
50,100,1,0.85,,,504.93152030581984,,,
50,100,1,0.85,,,504.93152030581984,,,
50,100,1,0.85,,,504.93152030581984,,,
