elitist,200,50,6666,10,4,0,,,,,607.75,21.8136594296,28
elitist,200,50,7777,10,4,0,,,,,633.83,21.765796423,31
elitist,200,50,8888,10,4,0,,,,,637.61,21.6346786022,36
elitist,200,50,9213,10,4,0,,,,,638.43,21.7700748444,16
greedy,,,,,,,,,,,711.5,0.000998497,1
random,,,6666,,,,,,,,1586.38,0.0009832382,1
random,,,7777,,,,,,,,1764.7,0.0,1
random,,,8888,,,,,,,,1845.74,0.0,1
random,,,9213,,,,,,,,1842.39,0.0009644032,1
rank,200,50,6666,10,4,0,40,,,,610.53,22.22904706,8
rank,200,50,7777,10,4,0,40,,,,624.33,21.7229049206,4
rank,200,50,8888,10,4,0,40,,,,621.48,22.1028544903,13
rank,200,50,9213,10,4,0,40,,,,593.55,21.7359154224,4
standard,200,50,6666,10,4,0,,,,,607.75,22.5361707211,28
standard,200,50,7777,10,4,0,,,,,605.58,21.9143593311,34
standard,200,50,8888,10,4,0,,,,,637.61,21.7960135937,36
standard,200,50,9213,10,4,0,,,,,638.43,21.7159314156,16
elitist,200,200,6666,10,4,0,,,,,592.26,94.9737765789,70
elitist,200,200,7777,10,4,0,,,,,616.89,87.1559011936,197
elitist,200,200,8888,10,4,0,,,,,623.48,92.3706884384,130
elitist,200,200,9213,10,4,0,,,,,634.19,92.72113204,71
pso,200,200,6666,,,,,0.85,0.55,0.5,1059.98,1.6871027946,51
pso,200,200,7777,,,,,0.85,0.55,0.5,1056.79,1.4112203121,31
pso,200,200,8888,,,,,0.85,0.55,0.5,997.93,1.3672823906,33
pso,200,200,9213,,,,,0.85,0.55,0.5,1078.48,1.4710521698,27
rank,200,200,6666,10,4,0,40,,,,610.53,94.2300174236,8
rank,200,200,7777,10,4,0,40,,,,624.33,95.5246710777,4
rank,200,200,8888,10,4,0,40,,,,621.48,96.7844691277,13
rank,200,200,9213,10,4,0,40,,,,593.55,97.426651001,4
standard,200,200,6666,10,4,0,,,,,592.26,86.3162813187,70
standard,200,200,7777,10,4,0,,,,,605.58,86.7901935577,34
standard,200,200,8888,10,4,0,,,,,631.82,88.275472641,81
standard,200,200,9213,10,4,0,,,,,634.19,90.5507895947,71
elitist,200,100,6666,10,4,0,,,,,592.26,44.5937206745,70
elitist,200,100,7777,10,4,0,,,,,606.82,47.0826663971,89
elitist,200,100,8888,10,4,0,,,,,631.82,43.4585204124,81
elitist,200,100,9213,10,4,0,,,,,634.19,49.2020540237,71
greedy,,,,,,,,,,,711.5,0.0156216621,1
pso,200,100,6666,,,,,0.85,0.55,0.5,1059.98,0.7186129093,51
pso,200,100,7777,,,,,0.85,0.55,0.5,1056.79,0.7185797691,31
pso,200,100,8888,,,,,0.85,0.55,0.5,997.93,0.7029268742,33
pso,200,100,9213,,,,,0.85,0.55,0.5,1078.48,0.7029547691,27
random,,,6666,,,,,,,,1586.38,0.0,1
random,,,7777,,,,,,,,1764.7,0.0,1
random,,,8888,,,,,,,,1845.74,0.0,1
random,,,9213,,,,,,,,1842.39,0.0,1
rank,200,100,6666,10,4,0,40,,,,610.53,47.1139464378,8
rank,200,100,7777,10,4,0,40,,,,624.33,46.8925218582,4
rank,200,100,8888,10,4,0,40,,,,621.48,49.0353367329,13
rank,200,100,9213,10,4,0,40,,,,593.55,45.8642392159,4
standard,200,100,6666,10,4,0,,,,,592.26,46.9108657837,70
standard,200,100,7777,10,4,0,,,,,605.58,44.8019578457,34
standard,200,100,8888,10,4,0,,,,,631.82,45.5361573696,81
standard,200,100,9213,10,4,0,,,,,634.19,47.6606280804,71
elitist,200,150,6666,10,4,0,,,,,592.26,68.9369018078,70
elitist,200,150,7777,10,4,0,,,,,606.82,70.0094313622,89
elitist,200,150,8888,10,4,0,,,,,623.48,72.0299239159,130
elitist,200,150,9213,10,4,0,,,,,634.19,69.3587112427,71
greedy,,,,,,,,,,,711.5,0.0,1
pso,200,150,6666,,,,,0.85,0.55,0.5,1059.98,1.1246314049,51
pso,200,150,7777,,,,,0.85,0.55,0.5,1056.79,1.1247394085,31
pso,200,150,8888,,,,,0.85,0.55,0.5,997.93,1.046626091,33
pso,200,150,9213,,,,,0.85,0.55,0.5,1078.48,1.0622494221,27
random,,,6666,,,,,,,,1586.38,0.0,1
random,,,7777,,,,,,,,1764.7,0.0,1
random,,,8888,,,,,,,,1845.74,0.0,1
random,,,9213,,,,,,,,1842.39,0.0,1
rank,200,150,6666,10,4,0,40,,,,610.53,69.9210457802,8
rank,200,150,7777,10,4,0,40,,,,624.33,68.7650337219,4
rank,200,150,8888,10,4,0,40,,,,621.48,67.4478516579,13
rank,200,150,9213,10,4,0,40,,,,593.55,70.5146522522,4
standard,200,150,6666,10,4,0,,,,,592.26,73.3108406067,70
standard,200,150,7777,10,4,0,,,,,605.58,72.0455796719,34
standard,200,150,8888,10,4,0,,,,,631.82,70.6708655357,81
standard,200,150,9213,10,4,0,,,,,634.19,72.2173485756,71
