ALG_NAME,ANT_COUNT,MAX_IT,SEED,ALPHA_ANT,BETA_ANT,RHO,CHOSEN_ANTS,ALPHA_PSO,BETA_PSO,GAMMA,SCORE
rank,200,50,6666,10,4,0,4,,,,601.64
rank,200,50,6666,10,4,0,20,,,,617.39
rank,200,50,6666,10,4,0,40,,,,610.53
rank,200,50,7777,10,4,0,4,,,,608.91
rank,200,50,7777,10,4,0,20,,,,578.1
rank,200,50,7777,10,4,0,40,,,,624.33
rank,200,50,8888,10,4,0,4,,,,615.39
rank,200,50,8888,10,4,0,20,,,,623.94
rank,200,50,8888,10,4,0,40,,,,621.48
