ALG_NAME,ANT_COUNT,MAX_IT,SEED,ALPHA_ANT,BETA_ANT,RHO,CHOSEN_ANTS,ALPHA_PSO,BETA_PSO,GAMMA,SCORE
rank,200,50,6666,10,4,0,4,,,,930.15
rank,200,50,6666,10,4,0,20,,,,898.38
rank,200,50,6666,10,4,0,40,,,,881.56
rank,200,50,7777,10,4,0,4,,,,901.73
rank,200,50,7777,10,4,0,20,,,,891.12
rank,200,50,7777,10,4,0,40,,,,888.38
rank,200,50,8888,10,4,0,4,,,,974.03
rank,200,50,8888,10,4,0,20,,,,889.29
rank,200,50,8888,10,4,0,40,,,,899.76
