ALG_NAME,ANT_COUNT,MAX_IT,SEED,ALPHA_ANT,BETA_ANT,RHO,CHOSEN_ANTS,ALPHA_PSO,BETA_PSO,GAMMA,SCORE
rank,200,50,6666,10,4,0,4,,,,892.01
rank,200,50,6666,10,4,0,20,,,,854.32
rank,200,50,6666,10,4,0,40,,,,912.34
rank,200,50,7777,10,4,0,4,,,,901.17
rank,200,50,7777,10,4,0,20,,,,864.39
rank,200,50,7777,10,4,0,40,,,,860.99
rank,200,50,8888,10,4,0,4,,,,854.62
rank,200,50,8888,10,4,0,20,,,,867.45
rank,200,50,8888,10,4,0,40,,,,913.78
